graph,n,original_edges,spanner_edges,k,stretch,edge_reduction_percent,original_weight,spanner_weight,mst_weight,max_stretch,stretch_violations,runtime_ms,weight_over_mst,allowed_stretch,stretch_utilization,general_size_bound,general_size_bound_ratio,planar_size_bound,planar_size_bound_ratio,family,edge_density,er_probability,is_large_random_er,spanner_edges_over_original,theoretical_general_size_bound,spanner_edges_over_general_bound,spanner_edges_over_planar_bound
random_connected_er_p020_n200_p0.200_rep2_seed25001,200,4138,203,5,9.0,95.094248,210059.0,700.0,682.0,8.0,0,76,1.026393,9.0,0.888889,577.079962,0.351771,,,random_er,0.2079396984924623,0.2,True,0.049057515708071535,577.079962,0.351771,
random_connected_er_p020_n200_p0.200_rep3_seed25002,200,4181,627,1,1.0,85.003588,207234.0,5465.0,654.0,1.0,0,135,8.356269,1.0,1.0,40000.0,0.015675,,,random_er,0.21010050251256282,0.2,True,0.14996412341545085,40000.0,0.015675,
random_connected_er_p020_n200_p0.200_rep3_seed25002,200,4181,254,2,3.0,93.924898,207234.0,1006.0,654.0,3.0,0,89,1.538226,3.0,1.0,2828.427125,0.089803,,,random_er,0.21010050251256282,0.2,True,0.060751016503228894,2828.427125,0.089803,
random_connected_er_p020_n200_p0.200_rep3_seed25002,200,4181,214,3,5.0,94.881607,207234.0,725.0,654.0,5.0,0,81,1.108563,5.0,1.0,1169.607095,0.182967,,,random_er,0.21010050251256282,0.2,True,0.05118392729012198,1169.607095,0.182967,
random_connected_er_p020_n200_p0.200_rep3_seed25002,200,4181,202,4,7.0,95.16862,207234.0,667.0,654.0,7.0,0,77,1.019878,7.0,1.0,752.120619,0.268574,,,random_er,0.21010050251256282,0.2,True,0.04831380052618991,752.120619,0.268574,
random_connected_er_p020_n200_p0.200_rep3_seed25002,200,4181,200,5,9.0,95.216455,207234.0,658.0,654.0,8.8,0,75,1.006116,9.0,0.977778,577.079962,0.346572,,,random_er,0.21010050251256282,0.2,True,0.04783544606553456,577.079962,0.346572,
random_connected_er_p020_n400_p0.200_rep1_seed45000,400,16192,1505,1,1.0,90.705287,821184.0,8575.0,793.0,1.0,0,1192,10.813367,1.0,1.0,160000.0,0.009406,,,random_er,0.20290726817042606,0.2,True,0.09294713438735178,160000.0,0.009406,
random_connected_er_p020_n400_p0.200_rep1_seed45000,400,16192,595,2,3.0,96.325346,821184.0,1469.0,793.0,3.0,0,778,1.852459,3.0,1.0,8000.0,0.074375,,,random_er,0.20290726817042606,0.2,True,0.03674654150197629,8000.0,0.074375,
random_connected_er_p020_n400_p0.200_rep1_seed45000,400,16192,479,3,5.0,97.041749,821184.0,1029.0,793.0,5.0,0,692,1.297604,5.0,1.0,2947.225199,0.162526,,,random_er,0.20290726817042606,0.2,True,0.029582509881422924,2947.225199,0.162526,
random_connected_er_p020_n400_p0.200_rep1_seed45000,400,16192,435,4,7.0,97.313488,821184.0,893.0,793.0,7.0,0,641,1.126103,7.0,1.0,1788.854382,0.243172,,,random_er,0.20290726817042606,0.2,True,0.0268651185770751,1788.854382,0.243172,
random_connected_er_p020_n400_p0.200_rep1_seed45000,400,16192,415,5,9.0,97.437006,821184.0,833.0,793.0,9.0,0,632,1.050441,9.0,1.0,1325.781607,0.313023,,,random_er,0.20290726817042606,0.2,True,0.025629940711462452,1325.781607,0.313023,
random_connected_er_p020_n400_p0.200_rep2_seed45001,400,16098,1508,1,1.0,90.632377,814565.0,8850.0,789.0,1.0,0,1178,11.21673,1.0,1.0,160000.0,0.009425,,,random_er,0.20172932330827067,0.2,True,0.09367623307243136,160000.0,0.009425,
random_connected_er_p020_n400_p0.200_rep2_seed45001,400,16098,582,2,3.0,96.384644,814565.0,1431.0,789.0,3.0,0,769,1.813688,3.0,1.0,8000.0,0.07275,,,random_er,0.20172932330827067,0.2,True,0.03615355944837868,8000.0,0.07275,
random_connected_er_p020_n400_p0.200_rep2_seed45001,400,16098,465,3,5.0,97.111442,814565.0,979.0,789.0,5.0,0,674,1.240811,5.0,1.0,2947.225199,0.157776,,,random_er,0.20172932330827067,0.2,True,0.02888557584793142,2947.225199,0.157776,
random_connected_er_p020_n400_p0.200_rep2_seed45001,400,16098,428,4,7.0,97.341285,814565.0,868.0,789.0,7.0,0,634,1.100127,7.0,1.0,1788.854382,0.239259,,,random_er,0.20172932330827067,0.2,True,0.026587153683687414,1788.854382,0.239259,
random_connected_er_p020_n400_p0.200_rep2_seed45001,400,16098,415,5,9.0,97.42204,814565.0,829.0,789.0,9.0,0,627,1.050697,9.0,1.0,1325.781607,0.313023,,,random_er,0.20172932330827067,0.2,True,0.025779599950304384,1325.781607,0.313023,
random_connected_er_p020_n400_p0.200_rep3_seed45002,400,16239,1625,1,1.0,89.993226,822133.0,9722.0,801.0,1.0,0,1251,12.137328,1.0,1.0,160000.0,0.010156,,,random_er,0.20349624060150376,0.2,True,0.10006773816121682,160000.0,0.010156,
random_connected_er_p020_n400_p0.200_rep3_seed45002,400,16239,607,2,3.0,96.262085,822133.0,1597.0,801.0,3.0,0,791,1.993758,3.0,1.0,8000.0,0.075875,,,random_er,0.20349624060150376,0.2,True,0.03737914896237453,8000.0,0.075875,
random_connected_er_p020_n400_p0.200_rep3_seed45002,400,16239,470,3,5.0,97.105733,822133.0,1026.0,801.0,5.0,0,684,1.280899,5.0,1.0,2947.225199,0.159472,,,random_er,0.20349624060150376,0.2,True,0.02894266888355194,2947.225199,0.159472,
random_connected_er_p020_n400_p0.200_rep3_seed45002,400,16239,427,4,7.0,97.370528,822133.0,878.0,801.0,7.0,0,638,1.09613,7.0,1.0,1788.854382,0.2387,,,random_er,0.20349624060150376,0.2,True,0.026294722581439743,1788.854382,0.2387,
random_connected_er_p020_n400_p0.200_rep3_seed45002,400,16239,413,5,9.0,97.45674,822133.0,838.0,801.0,9.0,0,633,1.046192,9.0,1.0,1325.781607,0.311514,,,random_er,0.20349624060150376,0.2,True,0.02543260052958926,1325.781607,0.311514,
grid_20x20_weighted_seed610,400,760,686,1,1.0,9.736842,37076.0,31404.0,10614.0,1.0,0,5,2.958734,1.0,1.0,160000.0,0.004288,,,grid_planar,0.009523809523809525,,False,0.9026315789473685,160000.0,0.004288,
grid_20x20_weighted_seed610,400,760,462,2,3.0,39.210526,37076.0,14673.0,10614.0,2.972222,0,3,1.382419,3.0,0.990741,8000.0,0.05775,798.0,0.578947,grid_planar,0.009523809523809525,,False,0.6078947368421053,8000.0,0.05775,0.578947
grid_20x20_weighted_seed610,400,760,427,3,5.0,43.815789,37076.0,12348.0,10614.0,4.966667,0,3,1.163369,5.0,0.993333,2947.225199,0.144882,598.5,0.71345,grid_planar,0.009523809523809525,,False,0.5618421052631579,2947.225199,0.144882,0.71345
grid_20x20_weighted_seed610,400,760,412,4,7.0,45.789474,37076.0,11356.0,10614.0,7.0,0,3,1.069908,7.0,1.0,1788.854382,0.230315,532.0,0.774436,grid_planar,0.009523809523809525,,False,0.5421052631578948,1788.854382,0.230315,0.774436
grid_20x20_weighted_seed610,400,760,407,5,9.0,46.447368,37076.0,11058.0,10614.0,8.531646,0,4,1.041832,9.0,0.947961,1325.781607,0.306989,498.75,0.81604,grid_planar,0.009523809523809525,,False,0.5355263157894737,1325.781607,0.306989,0.81604
grid_30x30_weighted_seed611,900,1740,1594,1,1.0,8.390805,89099.0,77820.0,26323.0,1.0,0,15,2.95635,1.0,1.0,810000.0,0.001968,,,grid_planar,0.004301075268817204,,False,0.9160919540229885,810000.0,0.001968,
grid_30x30_weighted_seed611,900,1740,1065,2,3.0,38.793103,89099.0,37559.0,26323.0,2.986301,0,15,1.426851,3.0,0.995434,27000.0,0.039444,1798.0,0.592325,grid_planar,0.004301075268817204,,False,0.6120689655172413,27000.0,0.039444,0.592325
grid_30x30_weighted_seed611,900,1740,972,3,5.0,44.137931,89099.0,31065.0,26323.0,4.988764,0,13,1.180147,5.0,0.997753,8689.404461,0.11186,1348.5,0.720801,grid_planar,0.004301075268817204,,False,0.5586206896551724,8689.404461,0.11186,0.720801
grid_30x30_weighted_seed611,900,1740,939,4,7.0,46.034483,89099.0,28905.0,26323.0,6.939394,0,14,1.098089,7.0,0.991342,4929.503018,0.190486,1198.666667,0.78337,grid_planar,0.004301075268817204,,False,0.5396551724137931,4929.503018,0.190486,0.78337
grid_30x30_weighted_seed611,900,1740,923,5,9.0,46.954023,89099.0,27796.0,26323.0,8.965517,0,15,1.055959,9.0,0.996169,3508.253857,0.263094,1123.75,0.821357,grid_planar,0.004301075268817204,,False,0.5304597701149425,3508.253857,0.263094,0.821357
complete_n75_seed620,75,2775,215,1,1.0,92.252252,138120.0,939.0,146.0,1.0,0,29,6.431507,1.0,1.0,5625.0,0.038222,,,complete,1.0,,False,0.07747747747747748,5625.0,0.038222,
complete_n75_seed620,75,2775,91,2,3.0,96.720721,138120.0,203.0,146.0,3.0,0,18,1.390411,3.0,1.0,649.519053,0.140104,,,complete,1.0,,False,0.03279279279279279,649.519053,0.140104,
complete_n75_seed620,75,2775,78,3,5.0,97.189189,138120.0,156.0,146.0,4.5,0,18,1.068493,5.0,0.9,316.287249,0.246611,,,complete,1.0,,False,0.02810810810810811,316.287249,0.246611,
complete_n75_seed620,75,2775,75,4,7.0,97.297297,138120.0,148.0,146.0,7.0,0,15,1.013699,7.0,1.0,220.712322,0.339809,,,complete,1.0,,False,0.02702702702702703,220.712322,0.339809,
complete_n75_seed620,75,2775,75,5,9.0,97.297297,138120.0,148.0,146.0,7.0,0,14,1.013699,9.0,0.777778,177.858046,0.421685,,,complete,1.0,,False,0.02702702702702703,177.858046,0.421685,
complete_n100_seed621,100,4950,346,1,1.0,93.010101,249402.0,1517.0,188.0,1.0,0,81,8.069149,1.0,1.0,10000.0,0.0346,,,complete,1.0,,False,0.0698989898989899,10000.0,0.0346,
complete_n100_seed621,100,4950,136,2,3.0,97.252525,249402.0,293.0,188.0,3.0,0,55,1.558511,3.0,1.0,1000.0,0.136,,,complete,1.0,,False,0.027474747474747475,1000.0,0.136,
complete_n100_seed621,100,4950,108,3,5.0,97.818182,249402.0,211.0,188.0,5.0,0,45,1.12234,5.0,1.0,464.158883,0.232679,,,complete,1.0,,False,0.02181818181818182,464.158883,0.232679,
complete_n100_seed621,100,4950,103,4,7.0,97.919192,249402.0,196.0,188.0,7.0,0,37,1.042553,7.0,1.0,316.227766,0.325715,,,complete,1.0,,False,0.020808080808080807,316.227766,0.325715,
complete_n100_seed621,100,4950,100,5,9.0,97.979798,249402.0,190.0,188.0,9.0,0,36,1.010638,9.0,1.0,251.188643,0.398107,,,complete,1.0,,False,0.020202020202020204,251.188643,0.398107,
