graph,n,original_edges,spanner_edges,k,stretch,edge_reduction_percent,original_weight,spanner_weight,mst_weight,max_stretch,stretch_violations,runtime_ms,weight_over_mst,allowed_stretch,stretch_utilization,general_size_bound,general_size_bound_ratio,planar_size_bound,planar_size_bound_ratio
random_connected_er_p010_n400_p0.100_rep3_seed44002,400,8266,458,3,5.000000,94.459231,418510.000000,1577.000000,1290.000000,5.000000,0,363,1.222481,5.000000,1.000000,2947.225199,0.155400,NaN,NaN
random_connected_er_p010_n400_p0.100_rep3_seed44002,400,8266,423,4,7.000000,94.882652,418510.000000,1399.000000,1290.000000,7.000000,0,347,1.084496,7.000000,1.000000,1788.854382,0.236464,NaN,NaN
random_connected_er_p010_n400_p0.100_rep3_seed44002,400,8266,411,5,9.000000,95.027825,418510.000000,1346.000000,1290.000000,8.600000,0,327,1.043411,9.000000,0.955556,1325.781607,0.310006,NaN,NaN
random_connected_er_p020_n200_p0.200_rep1_seed25000,200,4097,678,1,1.000000,83.451306,204919.000000,6247.000000,689.000000,1.000000,0,138,9.066763,1.000000,1.000000,40000.000000,0.016950,NaN,NaN
random_connected_er_p020_n200_p0.200_rep1_seed25000,200,4097,276,2,3.000000,93.263363,204919.000000,1177.000000,689.000000,3.000000,0,95,1.708273,3.000000,1.000000,2828.427125,0.097581,NaN,NaN
random_connected_er_p020_n200_p0.200_rep1_seed25000,200,4097,220,3,5.000000,94.630217,204919.000000,803.000000,689.000000,5.000000,0,85,1.165457,5.000000,1.000000,1169.607095,0.188097,NaN,NaN
random_connected_er_p020_n200_p0.200_rep1_seed25000,200,4097,207,4,7.000000,94.947523,204919.000000,726.000000,689.000000,6.600000,0,104,1.053701,7.000000,0.942857,752.120619,0.275222,NaN,NaN
random_connected_er_p020_n200_p0.200_rep1_seed25000,200,4097,201,5,9.000000,95.093971,204919.000000,698.000000,689.000000,9.000000,0,75,1.013062,9.000000,1.000000,577.079962,0.348305,NaN,NaN
random_connected_er_p020_n200_p0.200_rep2_seed25001,200,4138,685,1,1.000000,83.446109,210059.000000,6547.000000,682.000000,1.000000,0,141,9.599707,1.000000,1.000000,40000.000000,0.017125,NaN,NaN
random_connected_er_p020_n200_p0.200_rep2_seed25001,200,4138,265,2,3.000000,93.595940,210059.000000,1071.000000,682.000000,3.000000,0,96,1.570381,3.000000,1.000000,2828.427125,0.093692,NaN,NaN
random_connected_er_p020_n200_p0.200_rep2_seed25001,200,4138,218,3,5.000000,94.731754,210059.000000,783.000000,682.000000,5.000000,0,85,1.148094,5.000000,1.000000,1169.607095,0.186387,NaN,NaN
random_connected_er_p020_n200_p0.200_rep2_seed25001,200,4138,208,4,7.000000,94.973417,210059.000000,723.000000,682.000000,7.000000,0,82,1.060117,7.000000,1.000000,752.120619,0.276551,NaN,NaN
random_connected_er_p020_n200_p0.200_rep2_seed25001,200,4138,203,5,9.000000,95.094248,210059.000000,700.000000,682.000000,8.000000,0,78,1.026393,9.000000,0.888889,577.079962,0.351771,NaN,NaN
random_connected_er_p020_n200_p0.200_rep3_seed25002,200,4181,627,1,1.000000,85.003588,207234.000000,5465.000000,654.000000,1.000000,0,140,8.356269,1.000000,1.000000,40000.000000,0.015675,NaN,NaN
random_connected_er_p020_n200_p0.200_rep3_seed25002,200,4181,254,2,3.000000,93.924898,207234.000000,1006.000000,654.000000,3.000000,0,92,1.538226,3.000000,1.000000,2828.427125,0.089803,NaN,NaN
random_connected_er_p020_n200_p0.200_rep3_seed25002,200,4181,214,3,5.000000,94.881607,207234.000000,725.000000,654.000000,5.000000,0,82,1.108563,5.000000,1.000000,1169.607095,0.182967,NaN,NaN
random_connected_er_p020_n200_p0.200_rep3_seed25002,200,4181,202,4,7.000000,95.168620,207234.000000,667.000000,654.000000,7.000000,0,79,1.019878,7.000000,1.000000,752.120619,0.268574,NaN,NaN
random_connected_er_p020_n200_p0.200_rep3_seed25002,200,4181,200,5,9.000000,95.216455,207234.000000,658.000000,654.000000,8.800000,0,78,1.006116,9.000000,0.977778,577.079962,0.346572,NaN,NaN
random_connected_er_p020_n400_p0.200_rep1_seed45000,400,16192,1505,1,1.000000,90.705287,821184.000000,8575.000000,793.000000,1.000000,0,1226,10.813367,1.000000,1.000000,160000.000000,0.009406,NaN,NaN
random_connected_er_p020_n400_p0.200_rep1_seed45000,400,16192,595,2,3.000000,96.325346,821184.000000,1469.000000,793.000000,3.000000,0,815,1.852459,3.000000,1.000000,8000.000000,0.074375,NaN,NaN
random_connected_er_p020_n400_p0.200_rep1_seed45000,400,16192,479,3,5.000000,97.041749,821184.000000,1029.000000,793.000000,5.000000,0,717,1.297604,5.000000,1.000000,2947.225199,0.162526,NaN,NaN
random_connected_er_p020_n400_p0.200_rep1_seed45000,400,16192,435,4,7.000000,97.313488,821184.000000,893.000000,793.000000,7.000000,0,682,1.126103,7.000000,1.000000,1788.854382,0.243172,NaN,NaN
random_connected_er_p020_n400_p0.200_rep1_seed45000,400,16192,415,5,9.000000,97.437006,821184.000000,833.000000,793.000000,9.000000,0,648,1.050441,9.000000,1.000000,1325.781607,0.313023,NaN,NaN
random_connected_er_p020_n400_p0.200_rep2_seed45001,400,16098,1508,1,1.000000,90.632377,814565.000000,8850.000000,789.000000,1.000000,0,1219,11.216730,1.000000,1.000000,160000.000000,0.009425,NaN,NaN
random_connected_er_p020_n400_p0.200_rep2_seed45001,400,16098,582,2,3.000000,96.384644,814565.000000,1431.000000,789.000000,3.000000,0,800,1.813688,3.000000,1.000000,8000.000000,0.072750,NaN,NaN
random_connected_er_p020_n400_p0.200_rep2_seed45001,400,16098,465,3,5.000000,97.111442,814565.000000,979.000000,789.000000,5.000000,0,724,1.240811,5.000000,1.000000,2947.225199,0.157776,NaN,NaN
random_connected_er_p020_n400_p0.200_rep2_seed45001,400,16098,428,4,7.000000,97.341285,814565.000000,868.000000,789.000000,7.000000,0,653,1.100127,7.000000,1.000000,1788.854382,0.239259,NaN,NaN
random_connected_er_p020_n400_p0.200_rep2_seed45001,400,16098,415,5,9.000000,97.422040,814565.000000,829.000000,789.000000,9.000000,0,645,1.050697,9.000000,1.000000,1325.781607,0.313023,NaN,NaN
random_connected_er_p020_n400_p0.200_rep3_seed45002,400,16239,1625,1,1.000000,89.993226,822133.000000,9722.000000,801.000000,1.000000,0,1255,12.137328,1.000000,1.000000,160000.000000,0.010156,NaN,NaN
random_connected_er_p020_n400_p0.200_rep3_seed45002,400,16239,607,2,3.000000,96.262085,822133.000000,1597.000000,801.000000,3.000000,0,797,1.993758,3.000000,1.000000,8000.000000,0.075875,NaN,NaN
random_connected_er_p020_n400_p0.200_rep3_seed45002,400,16239,470,3,5.000000,97.105733,822133.000000,1026.000000,801.000000,5.000000,0,699,1.280899,5.000000,1.000000,2947.225199,0.159472,NaN,NaN
random_connected_er_p020_n400_p0.200_rep3_seed45002,400,16239,427,4,7.000000,97.370528,822133.000000,878.000000,801.000000,7.000000,0,649,1.096130,7.000000,1.000000,1788.854382,0.238700,NaN,NaN
random_connected_er_p020_n400_p0.200_rep3_seed45002,400,16239,413,5,9.000000,97.456740,822133.000000,838.000000,801.000000,9.000000,0,640,1.046192,9.000000,1.000000,1325.781607,0.311514,NaN,NaN
grid_20x20_weighted_seed610,400,760,686,1,1.000000,9.736842,37076.000000,31404.000000,10614.000000,1.000000,0,4,2.958734,1.000000,1.000000,160000.000000,0.004288,NaN,NaN
grid_20x20_weighted_seed610,400,760,462,2,3.000000,39.210526,37076.000000,14673.000000,10614.000000,2.972222,0,3,1.382419,3.000000,0.990741,8000.000000,0.057750,798.000000,0.578947
grid_20x20_weighted_seed610,400,760,427,3,5.000000,43.815789,37076.000000,12348.000000,10614.000000,4.966667,0,3,1.163369,5.000000,0.993333,2947.225199,0.144882,598.500000,0.713450
grid_20x20_weighted_seed610,400,760,412,4,7.000000,45.789474,37076.000000,11356.000000,10614.000000,7.000000,0,5,1.069908,7.000000,1.000000,1788.854382,0.230315,532.000000,0.774436
grid_20x20_weighted_seed610,400,760,407,5,9.000000,46.447368,37076.000000,11058.000000,10614.000000,8.531646,0,4,1.041832,9.000000,0.947961,1325.781607,0.306989,498.750000,0.816040
grid_30x30_weighted_seed611,900,1740,1594,1,1.000000,8.390805,89099.000000,77820.000000,26323.000000,1.000000,0,16,2.956350,1.000000,1.000000,810000.000000,0.001968,NaN,NaN
grid_30x30_weighted_seed611,900,1740,1065,2,3.000000,38.793103,89099.000000,37559.000000,26323.000000,2.986301,0,13,1.426851,3.000000,0.995434,27000.000000,0.039444,1798.000000,0.592325
grid_30x30_weighted_seed611,900,1740,972,3,5.000000,44.137931,89099.000000,31065.000000,26323.000000,4.988764,0,16,1.180147,5.000000,0.997753,8689.404461,0.111860,1348.500000,0.720801
grid_30x30_weighted_seed611,900,1740,939,4,7.000000,46.034483,89099.000000,28905.000000,26323.000000,6.939394,0,15,1.098089,7.000000,0.991342,4929.503018,0.190486,1198.666667,0.783370
grid_30x30_weighted_seed611,900,1740,923,5,9.000000,46.954023,89099.000000,27796.000000,26323.000000,8.965517,0,16,1.055959,9.000000,0.996169,3508.253857,0.263094,1123.750000,0.821357
complete_n75_seed620,75,2775,215,1,1.000000,92.252252,138120.000000,939.000000,146.000000,1.000000,0,28,6.431507,1.000000,1.000000,5625.000000,0.038222,NaN,NaN
complete_n75_seed620,75,2775,91,2,3.000000,96.720721,138120.000000,203.000000,146.000000,3.000000,0,18,1.390411,3.000000,1.000000,649.519053,0.140104,NaN,NaN
complete_n75_seed620,75,2775,78,3,5.000000,97.189189,138120.000000,156.000000,146.000000,4.500000,0,16,1.068493,5.000000,0.900000,316.287249,0.246611,NaN,NaN
complete_n75_seed620,75,2775,75,4,7.000000,97.297297,138120.000000,148.000000,146.000000,7.000000,0,14,1.013699,7.000000,1.000000,220.712322,0.339809,NaN,NaN
complete_n75_seed620,75,2775,75,5,9.000000,97.297297,138120.000000,148.000000,146.000000,7.000000,0,15,1.013699,9.000000,0.777778,177.858046,0.421685,NaN,NaN
complete_n100_seed621,100,4950,346,1,1.000000,93.010101,249402.000000,1517.000000,188.000000,1.000000,0,74,8.069149,1.000000,1.000000,10000.000000,0.034600,NaN,NaN
complete_n100_seed621,100,4950,136,2,3.000000,97.252525,249402.000000,293.000000,188.000000,3.000000,0,48,1.558511,3.000000,1.000000,1000.000000,0.136000,NaN,NaN
complete_n100_seed621,100,4950,108,3,5.000000,97.818182,249402.000000,211.000000,188.000000,5.000000,0,42,1.122340,5.000000,1.000000,464.158883,0.232679,NaN,NaN
complete_n100_seed621,100,4950,103,4,7.000000,97.919192,249402.000000,196.000000,188.000000,7.000000,0,37,1.042553,7.000000,1.000000,316.227766,0.325715,NaN,NaN
complete_n100_seed621,100,4950,100,5,9.000000,97.979798,249402.000000,190.000000,188.000000,9.000000,0,36,1.010638,9.000000,1.000000,251.188643,0.398107,NaN,NaN
