graph,n,original_edges,spanner_edges,k,stretch,edge_reduction_percent,original_weight,spanner_weight,mst_weight,max_stretch,stretch_violations,runtime_ms,weight_over_mst,allowed_stretch,stretch_utilization,general_size_bound,general_size_bound_ratio,planar_size_bound,planar_size_bound_ratio
random_connected_medium_n60_extra180_seed400,60,239,144,1,1.000000,39.748954,12443.000000,5100.000000,921.000000,1.000000,0,1,5.537459,1.000000,1.000000,3600.000000,0.040000,NaN,NaN
random_connected_medium_n60_extra180_seed400,60,239,68,2,3.000000,71.548117,12443.000000,1203.000000,921.000000,3.000000,0,0,1.306189,3.000000,1.000000,464.758002,0.146313,NaN,NaN
random_connected_medium_n60_extra180_seed400,60,239,60,3,5.000000,74.895397,12443.000000,946.000000,921.000000,4.611111,0,0,1.027144,5.000000,0.922222,234.892058,0.255436,NaN,NaN
random_connected_medium_n60_extra180_seed400,60,239,60,4,7.000000,74.895397,12443.000000,950.000000,921.000000,5.060606,0,0,1.031488,7.000000,0.722944,166.989461,0.359304,NaN,NaN
random_connected_medium_n60_extra180_seed400,60,239,59,5,9.000000,75.313808,12443.000000,921.000000,921.000000,7.413793,0,0,1.000000,9.000000,0.823755,136.075989,0.433581,NaN,NaN
random_connected_medium_n100_extra300_seed401,100,399,290,1,1.000000,27.318296,20343.000000,11563.000000,1557.000000,1.000000,0,4,7.426461,1.000000,1.000000,10000.000000,0.029000,NaN,NaN
random_connected_medium_n100_extra300_seed401,100,399,125,2,3.000000,68.671679,20343.000000,2411.000000,1557.000000,3.000000,0,4,1.548491,3.000000,1.000000,1000.000000,0.125000,NaN,NaN
random_connected_medium_n100_extra300_seed401,100,399,107,3,5.000000,73.182957,20343.000000,1812.000000,1557.000000,4.939394,0,2,1.163776,5.000000,0.987879,464.158883,0.230525,NaN,NaN
random_connected_medium_n100_extra300_seed401,100,399,101,4,7.000000,74.686717,20343.000000,1622.000000,1557.000000,6.615385,0,2,1.041747,7.000000,0.945055,316.227766,0.319390,NaN,NaN
random_connected_medium_n100_extra300_seed401,100,399,99,5,9.000000,75.187970,20343.000000,1557.000000,1557.000000,7.771429,0,2,1.000000,9.000000,0.863492,251.188643,0.394126,NaN,NaN
random_connected_medium_n150_extra450_seed402,150,599,423,1,1.000000,29.382304,30562.000000,16660.000000,2336.000000,1.000000,0,10,7.131849,1.000000,1.000000,22500.000000,0.018800,NaN,NaN
random_connected_medium_n150_extra450_seed402,150,599,186,2,3.000000,68.948247,30562.000000,3375.000000,2336.000000,3.000000,0,8,1.444777,3.000000,1.000000,1837.117307,0.101246,NaN,NaN
random_connected_medium_n150_extra450_seed402,150,599,158,3,5.000000,73.622705,30562.000000,2552.000000,2336.000000,4.935484,0,6,1.092466,5.000000,0.987097,796.993927,0.198245,NaN,NaN
random_connected_medium_n150_extra450_seed402,150,599,152,4,7.000000,74.624374,30562.000000,2403.000000,2336.000000,6.409091,0,6,1.028682,7.000000,0.915584,524.945327,0.289554,NaN,NaN
random_connected_medium_n150_extra450_seed402,150,599,150,5,9.000000,74.958264,30562.000000,2357.000000,2336.000000,8.518519,0,5,1.008990,9.000000,0.946502,408.610489,0.367098,NaN,NaN
random_connected_dense_n40_extra240_seed500,40,279,77,1,1.000000,72.401434,14762.000000,1504.000000,405.000000,1.000000,0,1,3.713580,1.000000,1.000000,1600.000000,0.048125,NaN,NaN
random_connected_dense_n40_extra240_seed500,40,279,41,2,3.000000,85.304659,14762.000000,426.000000,405.000000,2.684211,0,0,1.051852,3.000000,0.894737,252.982213,0.162067,NaN,NaN
random_connected_dense_n40_extra240_seed500,40,279,39,3,5.000000,86.021505,14762.000000,405.000000,405.000000,3.272727,0,0,1.000000,5.000000,0.654545,136.798076,0.285092,NaN,NaN
random_connected_dense_n40_extra240_seed500,40,279,39,4,7.000000,86.021505,14762.000000,405.000000,405.000000,3.272727,0,0,1.000000,7.000000,0.467532,100.594674,0.387694,NaN,NaN
random_connected_dense_n40_extra240_seed500,40,279,39,5,9.000000,86.021505,14762.000000,405.000000,405.000000,3.272727,0,0,1.000000,9.000000,0.363636,83.651164,0.466222,NaN,NaN
random_connected_dense_n60_extra360_seed501,60,419,142,1,1.000000,66.109785,21352.000000,2789.000000,545.000000,1.000000,0,3,5.117431,1.000000,1.000000,3600.000000,0.039444,NaN,NaN
random_connected_dense_n60_extra360_seed501,60,419,69,2,3.000000,83.532220,21352.000000,687.000000,545.000000,3.000000,0,2,1.260550,3.000000,1.000000,464.758002,0.148464,NaN,NaN
random_connected_dense_n60_extra360_seed501,60,419,61,3,5.000000,85.441527,21352.000000,570.000000,545.000000,4.500000,0,1,1.045872,5.000000,0.900000,234.892058,0.259694,NaN,NaN
random_connected_dense_n60_extra360_seed501,60,419,59,4,7.000000,85.918854,21352.000000,545.000000,545.000000,5.538462,0,2,1.000000,7.000000,0.791209,166.989461,0.353316,NaN,NaN
random_connected_dense_n60_extra360_seed501,60,419,59,5,9.000000,85.918854,21352.000000,545.000000,545.000000,5.538462,0,1,1.000000,9.000000,0.615385,136.075989,0.433581,NaN,NaN
random_connected_dense_n80_extra480_seed502,80,559,198,1,1.000000,64.579606,27903.000000,4089.000000,720.000000,1.000000,0,5,5.679167,1.000000,1.000000,6400.000000,0.030938,NaN,NaN
random_connected_dense_n80_extra480_seed502,80,559,91,2,3.000000,83.720930,27903.000000,880.000000,720.000000,2.947368,0,3,1.222222,3.000000,0.982456,715.541753,0.127176,NaN,NaN
random_connected_dense_n80_extra480_seed502,80,559,81,3,5.000000,85.509839,27903.000000,748.000000,720.000000,4.900000,0,3,1.038889,5.000000,0.980000,344.709550,0.234980,NaN,NaN
random_connected_dense_n80_extra480_seed502,80,559,79,4,7.000000,85.867621,27903.000000,720.000000,720.000000,5.083333,0,3,1.000000,7.000000,0.726190,239.255805,0.330191,NaN,NaN
random_connected_dense_n80_extra480_seed502,80,559,79,5,9.000000,85.867621,27903.000000,720.000000,720.000000,5.083333,0,2,1.000000,9.000000,0.564815,192.179909,0.411073,NaN,NaN
random_connected_dense_n100_extra600_seed503,100,699,274,1,1.000000,60.801144,35096.000000,5911.000000,885.000000,1.000000,0,8,6.679096,1.000000,1.000000,10000.000000,0.027400,NaN,NaN
random_connected_dense_n100_extra600_seed503,100,699,123,2,3.000000,82.403433,35096.000000,1283.000000,885.000000,2.944444,0,6,1.449718,3.000000,0.981481,1000.000000,0.123000,NaN,NaN
random_connected_dense_n100_extra600_seed503,100,699,104,3,5.000000,85.121602,35096.000000,970.000000,885.000000,4.833333,0,5,1.096045,5.000000,0.966667,464.158883,0.224061,NaN,NaN
random_connected_dense_n100_extra600_seed503,100,699,100,4,7.000000,85.693848,35096.000000,896.000000,885.000000,5.739130,0,5,1.012429,7.000000,0.819876,316.227766,0.316228,NaN,NaN
random_connected_dense_n100_extra600_seed503,100,699,99,5,9.000000,85.836910,35096.000000,885.000000,885.000000,8.785714,0,4,1.000000,9.000000,0.976190,251.188643,0.394126,NaN,NaN
grid_8x8_unit_seed600,64,112,112,1,1.000000,0.000000,112.000000,112.000000,63.000000,1.000000,0,0,1.777778,1.000000,1.000000,4096.000000,0.027344,NaN,NaN
grid_8x8_unit_seed600,64,112,86,2,3.000000,23.214286,112.000000,86.000000,63.000000,3.000000,0,0,1.365079,3.000000,1.000000,512.000000,0.167969,126.000000,0.682540
grid_8x8_unit_seed600,64,112,77,3,5.000000,31.250000,112.000000,77.000000,63.000000,5.000000,0,0,1.222222,5.000000,1.000000,256.000000,0.300781,94.500000,0.814815
grid_8x8_unit_seed600,64,112,71,4,7.000000,36.607143,112.000000,71.000000,63.000000,7.000000,0,0,1.126984,7.000000,1.000000,181.019336,0.392223,84.000000,0.845238
grid_8x8_unit_seed600,64,112,71,5,9.000000,36.607143,112.000000,71.000000,63.000000,7.000000,0,0,1.126984,9.000000,0.777778,147.033389,0.482884,78.750000,0.901587
grid_10x10_weighted_seed601,100,180,164,1,1.000000,8.888889,8676.000000,7370.000000,2766.000000,1.000000,0,1,2.664497,1.000000,1.000000,10000.000000,0.016400,NaN,NaN
grid_10x10_weighted_seed601,100,180,113,2,3.000000,37.222222,8676.000000,3756.000000,2766.000000,2.862069,0,0,1.357918,3.000000,0.954023,1000.000000,0.113000,198.000000,0.570707
grid_10x10_weighted_seed601,100,180,104,3,5.000000,42.222222,8676.000000,3111.000000,2766.000000,4.107527,0,0,1.124729,5.000000,0.821505,464.158883,0.224061,148.500000,0.700337
grid_10x10_weighted_seed601,100,180,101,4,7.000000,43.888889,8676.000000,2898.000000,2766.000000,6.854167,0,0,1.047722,7.000000,0.979167,316.227766,0.319390,132.000000,0.765152
grid_10x10_weighted_seed601,100,180,100,5,9.000000,44.444444,8676.000000,2827.000000,2766.000000,7.549296,0,0,1.022054,9.000000,0.838811,251.188643,0.398107,123.750000,0.808081
grid_12x12_weighted_seed602,144,264,235,1,1.000000,10.984848,12472.000000,10070.000000,3695.000000,1.000000,0,0,2.725304,1.000000,1.000000,20736.000000,0.011333,NaN,NaN
grid_12x12_weighted_seed602,144,264,164,2,3.000000,37.878788,12472.000000,4950.000000,3695.000000,2.913043,0,0,1.339648,3.000000,0.971014,1728.000000,0.094907,286.000000,0.573427
grid_12x12_weighted_seed602,144,264,149,3,5.000000,43.560606,12472.000000,4021.000000,3695.000000,4.860465,0,0,1.088227,5.000000,0.972093,754.773522,0.197410,214.500000,0.694639
grid_12x12_weighted_seed602,144,264,147,4,7.000000,44.318182,12472.000000,3936.000000,3695.000000,5.591549,0,0,1.065223,7.000000,0.798793,498.830633,0.294689,190.666667,0.770979
grid_12x12_weighted_seed602,144,264,145,5,9.000000,45.075758,12472.000000,3813.000000,3695.000000,7.952381,0,0,1.031935,9.000000,0.883598,389.076491,0.372677,178.750000,0.811189
theta_lower_bound_targetK2_chains20,42,60,60,1,1.000000,0.000000,60.000000,60.000000,41.000000,1.000000,0,0,1.463415,1.000000,1.000000,1764.000000,0.034014,NaN,NaN
theta_lower_bound_targetK2_chains20,42,60,60,2,3.000000,0.000000,60.000000,60.000000,41.000000,1.000000,0,0,1.463415,3.000000,0.333333,272.191109,0.220433,82.000000,0.731707
theta_lower_bound_targetK2_chains20,42,60,41,3,5.000000,31.666667,60.000000,41.000000,41.000000,5.000000,0,0,1.000000,5.000000,1.000000,145.993119,0.280835,61.500000,0.666667
theta_lower_bound_targetK2_chains20,42,60,41,4,7.000000,31.666667,60.000000,41.000000,41.000000,5.000000,0,0,1.000000,7.000000,0.714286,106.920656,0.383462,54.666667,0.750000
theta_lower_bound_targetK2_chains20,42,60,41,5,9.000000,31.666667,60.000000,41.000000,41.000000,5.000000,0,0,1.000000,9.000000,0.555556,88.695002,0.462258,51.250000,0.800000
theta_lower_bound_targetK3_chains20,62,80,80,1,1.000000,0.000000,80.000000,80.000000,61.000000,1.000000,0,0,1.311475,1.000000,1.000000,3844.000000,0.020812,NaN,NaN
theta_lower_bound_targetK3_chains20,62,80,80,2,3.000000,0.000000,80.000000,80.000000,61.000000,1.000000,0,0,1.311475,3.000000,0.333333,488.188488,0.163871,122.000000,0.655738
theta_lower_bound_targetK3_chains20,62,80,80,3,5.000000,0.000000,80.000000,80.000000,61.000000,1.000000,0,0,1.311475,5.000000,0.200000,245.389280,0.326013,91.500000,0.874317
theta_lower_bound_targetK3_chains20,62,80,61,4,7.000000,23.750000,80.000000,61.000000,61.000000,7.000000,0,0,1.000000,7.000000,1.000000,173.976108,0.350623,81.333333,0.750000
theta_lower_bound_targetK3_chains20,62,80,61,5,9.000000,23.750000,80.000000,61.000000,61.000000,7.000000,0,0,1.000000,9.000000,0.777778,141.537013,0.430983,76.250000,0.800000
theta_lower_bound_targetK4_chains20,82,100,100,1,1.000000,0.000000,100.000000,100.000000,81.000000,1.000000,0,0,1.234568,1.000000,1.000000,6724.000000,0.014872,NaN,NaN
theta_lower_bound_targetK4_chains20,82,100,100,2,3.000000,0.000000,100.000000,100.000000,81.000000,1.000000,0,0,1.234568,3.000000,0.333333,742.541581,0.134673,162.000000,0.617284
theta_lower_bound_targetK4_chains20,82,100,100,3,5.000000,0.000000,100.000000,100.000000,81.000000,1.000000,0,0,1.234568,5.000000,0.200000,356.247482,0.280704,121.500000,0.823045
theta_lower_bound_targetK4_chains20,82,100,100,4,7.000000,0.000000,100.000000,100.000000,81.000000,1.000000,0,0,1.234568,7.000000,0.142857,246.755769,0.405259,108.000000,0.925926
theta_lower_bound_targetK4_chains20,82,100,81,5,9.000000,19.000000,100.000000,81.000000,81.000000,9.000000,0,0,1.000000,9.000000,1.000000,197.959625,0.409174,101.250000,0.800000
theta_lower_bound_targetK5_chains20,102,120,120,1,1.000000,0.000000,120.000000,120.000000,101.000000,1.000000,0,0,1.188119,1.000000,1.000000,10404.000000,0.011534,NaN,NaN
theta_lower_bound_targetK5_chains20,102,120,120,2,3.000000,0.000000,120.000000,120.000000,101.000000,1.000000,0,0,1.188119,3.000000,0.333333,1030.149504,0.116488,202.000000,0.594059
theta_lower_bound_targetK5_chains20,102,120,120,3,5.000000,0.000000,120.000000,120.000000,101.000000,1.000000,0,0,1.188119,5.000000,0.200000,476.577530,0.251795,151.500000,0.792079
theta_lower_bound_targetK5_chains20,102,120,120,4,7.000000,0.000000,120.000000,120.000000,101.000000,1.000000,0,1,1.188119,7.000000,0.142857,324.153126,0.370195,134.666667,0.891089
theta_lower_bound_targetK5_chains20,102,120,120,5,9.000000,0.000000,120.000000,120.000000,101.000000,1.000000,0,0,1.188119,9.000000,0.111111,257.229164,0.466510,126.250000,0.950495
random_connected_n80_extra240_wide_weights_seed700,80,319,236,1,1.000000,26.018809,168881.000000,103771.000000,14404.000000,1.000000,0,3,7.204318,1.000000,1.000000,6400.000000,0.036875,NaN,NaN
random_connected_n80_extra240_wide_weights_seed700,80,319,100,2,3.000000,68.652038,168881.000000,21734.000000,14404.000000,2.940625,0,1,1.508886,3.000000,0.980208,715.541753,0.139754,NaN,NaN
random_connected_n80_extra240_wide_weights_seed700,80,319,84,3,5.000000,73.667712,168881.000000,16051.000000,14404.000000,4.982877,0,1,1.114343,5.000000,0.996575,344.709550,0.243683,NaN,NaN
random_connected_n80_extra240_wide_weights_seed700,80,319,81,4,7.000000,74.608150,168881.000000,14920.000000,14404.000000,6.366197,0,1,1.035823,7.000000,0.909457,239.255805,0.338550,NaN,NaN
random_connected_n80_extra240_wide_weights_seed700,80,319,79,5,9.000000,75.235110,168881.000000,14404.000000,14404.000000,8.045977,0,1,1.000000,9.000000,0.893997,192.179909,0.411073,NaN,NaN
random_connected_n100_extra300_wide_weights_seed701,100,399,276,1,1.000000,30.827068,200571.000000,104127.000000,14325.000000,1.000000,0,4,7.268901,1.000000,1.000000,10000.000000,0.027600,NaN,NaN
random_connected_n100_extra300_wide_weights_seed701,100,399,118,2,3.000000,70.426065,200571.000000,19990.000000,14325.000000,2.958549,0,3,1.395462,3.000000,0.986183,1000.000000,0.118000,NaN,NaN
random_connected_n100_extra300_wide_weights_seed701,100,399,103,3,5.000000,74.185464,200571.000000,15357.000000,14325.000000,4.647799,0,2,1.072042,5.000000,0.929560,464.158883,0.221907,NaN,NaN
random_connected_n100_extra300_wide_weights_seed701,100,399,101,4,7.000000,74.686717,200571.000000,14748.000000,14325.000000,5.492063,0,2,1.029529,7.000000,0.784580,316.227766,0.319390,NaN,NaN
random_connected_n100_extra300_wide_weights_seed701,100,399,99,5,9.000000,75.187970,200571.000000,14325.000000,14325.000000,8.866953,0,2,1.000000,9.000000,0.985217,251.188643,0.394126,NaN,NaN
complete_n40_wide_weights_seed702,40,780,106,1,1.000000,86.410256,395055.000000,9834.000000,1653.000000,1.000000,0,3,5.949183,1.000000,1.000000,1600.000000,0.066250,NaN,NaN
complete_n40_wide_weights_seed702,40,780,45,2,3.000000,94.230769,395055.000000,2141.000000,1653.000000,2.915663,0,2,1.295221,3.000000,0.971888,252.982213,0.177878,NaN,NaN
complete_n40_wide_weights_seed702,40,780,40,3,5.000000,94.871795,395055.000000,1728.000000,1653.000000,4.391304,0,1,1.045372,5.000000,0.878261,136.798076,0.292402,NaN,NaN
complete_n40_wide_weights_seed702,40,780,39,4,7.000000,95.000000,395055.000000,1653.000000,1653.000000,6.262500,0,2,1.000000,7.000000,0.894643,100.594674,0.387694,NaN,NaN
complete_n40_wide_weights_seed702,40,780,39,5,9.000000,95.000000,395055.000000,1653.000000,1653.000000,6.262500,0,2,1.000000,9.000000,0.695833,83.651164,0.466222,NaN,NaN
repeat_medium_n80_extra240_rep1_seed800,80,319,201,1,1.000000,36.990596,16442.000000,7296.000000,1190.000000,1.000000,0,3,6.131092,1.000000,1.000000,6400.000000,0.031406,NaN,NaN
repeat_medium_n80_extra240_rep1_seed800,80,319,89,2,3.000000,72.100313,16442.000000,1453.000000,1190.000000,3.000000,0,2,1.221008,3.000000,1.000000,715.541753,0.124381,NaN,NaN
repeat_medium_n80_extra240_rep1_seed800,80,319,81,3,5.000000,74.608150,16442.000000,1228.000000,1190.000000,4.511628,0,2,1.031933,5.000000,0.902326,344.709550,0.234980,NaN,NaN
repeat_medium_n80_extra240_rep1_seed800,80,319,79,4,7.000000,75.235110,16442.000000,1190.000000,1190.000000,6.421053,0,1,1.000000,7.000000,0.917293,239.255805,0.330191,NaN,NaN
repeat_medium_n80_extra240_rep1_seed800,80,319,79,5,9.000000,75.235110,16442.000000,1190.000000,1190.000000,6.421053,0,2,1.000000,9.000000,0.713450,192.179909,0.411073,NaN,NaN
repeat_medium_n80_extra240_rep2_seed801,80,319,225,1,1.000000,29.467085,15830.000000,8711.000000,1275.000000,1.000000,0,3,6.832157,1.000000,1.000000,6400.000000,0.035156,NaN,NaN
repeat_medium_n80_extra240_rep2_seed801,80,319,100,2,3.000000,68.652038,15830.000000,1935.000000,1275.000000,3.000000,0,2,1.517647,3.000000,1.000000,715.541753,0.139754,NaN,NaN
repeat_medium_n80_extra240_rep2_seed801,80,319,87,3,5.000000,72.727273,15830.000000,1490.000000,1275.000000,4.948718,0,1,1.168627,5.000000,0.989744,344.709550,0.252386,NaN,NaN
repeat_medium_n80_extra240_rep2_seed801,80,319,80,4,7.000000,74.921630,15830.000000,1300.000000,1275.000000,6.703704,0,2,1.019608,7.000000,0.957672,239.255805,0.334370,NaN,NaN
repeat_medium_n80_extra240_rep2_seed801,80,319,80,5,9.000000,74.921630,15830.000000,1300.000000,1275.000000,6.703704,0,2,1.019608,9.000000,0.744856,192.179909,0.416277,NaN,NaN
repeat_medium_n80_extra240_rep3_seed802,80,319,217,1,1.000000,31.974922,16424.000000,8804.000000,1243.000000,1.000000,0,3,7.082864,1.000000,1.000000,6400.000000,0.033906,NaN,NaN
repeat_medium_n80_extra240_rep3_seed802,80,319,92,2,3.000000,71.159875,16424.000000,1664.000000,1243.000000,3.000000,0,2,1.338697,3.000000,1.000000,715.541753,0.128574,NaN,NaN
repeat_medium_n80_extra240_rep3_seed802,80,319,81,3,5.000000,74.608150,16424.000000,1286.000000,1243.000000,4.096774,0,1,1.034594,5.000000,0.819355,344.709550,0.234980,NaN,NaN
repeat_medium_n80_extra240_rep3_seed802,80,319,79,4,7.000000,75.235110,16424.000000,1243.000000,1243.000000,6.724138,0,1,1.000000,7.000000,0.960591,239.255805,0.330191,NaN,NaN
repeat_medium_n80_extra240_rep3_seed802,80,319,79,5,9.000000,75.235110,16424.000000,1243.000000,1243.000000,6.724138,0,1,1.000000,9.000000,0.747126,192.179909,0.411073,NaN,NaN
repeat_medium_n80_extra240_rep4_seed803,80,319,213,1,1.000000,33.228840,16582.000000,8632.000000,1335.000000,1.000000,0,3,6.465918,1.000000,1.000000,6400.000000,0.033281,NaN,NaN
repeat_medium_n80_extra240_rep4_seed803,80,319,95,2,3.000000,70.219436,16582.000000,1868.000000,1335.000000,2.959184,0,2,1.399251,3.000000,0.986395,715.541753,0.132767,NaN,NaN
repeat_medium_n80_extra240_rep4_seed803,80,319,82,3,5.000000,74.294671,16582.000000,1430.000000,1335.000000,4.600000,0,1,1.071161,5.000000,0.920000,344.709550,0.237881,NaN,NaN
repeat_medium_n80_extra240_rep4_seed803,80,319,79,4,7.000000,75.235110,16582.000000,1335.000000,1335.000000,6.541667,0,1,1.000000,7.000000,0.934524,239.255805,0.330191,NaN,NaN
repeat_medium_n80_extra240_rep4_seed803,80,319,79,5,9.000000,75.235110,16582.000000,1335.000000,1335.000000,6.541667,0,1,1.000000,9.000000,0.726852,192.179909,0.411073,NaN,NaN
repeat_medium_n80_extra240_rep5_seed804,80,319,213,1,1.000000,33.228840,16010.000000,7943.000000,1244.000000,1.000000,0,2,6.385048,1.000000,1.000000,6400.000000,0.033281,NaN,NaN
repeat_medium_n80_extra240_rep5_seed804,80,319,93,2,3.000000,70.846395,16010.000000,1639.000000,1244.000000,3.000000,0,1,1.317524,3.000000,1.000000,715.541753,0.129971,NaN,NaN
repeat_medium_n80_extra240_rep5_seed804,80,319,82,3,5.000000,74.294671,16010.000000,1315.000000,1244.000000,4.181818,0,1,1.057074,5.000000,0.836364,344.709550,0.237881,NaN,NaN
repeat_medium_n80_extra240_rep5_seed804,80,319,81,4,7.000000,74.608150,16010.000000,1284.000000,1244.000000,4.696970,0,1,1.032154,7.000000,0.670996,239.255805,0.338550,NaN,NaN
repeat_medium_n80_extra240_rep5_seed804,80,319,79,5,9.000000,75.235110,16010.000000,1244.000000,1244.000000,7.714286,0,1,1.000000,9.000000,0.857143,192.179909,0.411073,NaN,NaN
repeat_medium_n100_extra300_rep1_seed900,100,399,294,1,1.000000,26.315789,20117.000000,11974.000000,1617.000000,1.000000,0,4,7.405071,1.000000,1.000000,10000.000000,0.029400,NaN,NaN
repeat_medium_n100_extra300_rep1_seed900,100,399,123,2,3.000000,69.172932,20117.000000,2342.000000,1617.000000,3.000000,0,3,1.448361,3.000000,1.000000,1000.000000,0.123000,NaN,NaN
repeat_medium_n100_extra300_rep1_seed900,100,399,107,3,5.000000,73.182957,20117.000000,1825.000000,1617.000000,4.641026,0,2,1.128633,5.000000,0.928205,464.158883,0.230525,NaN,NaN
repeat_medium_n100_extra300_rep1_seed900,100,399,102,4,7.000000,74.436090,20117.000000,1700.000000,1617.000000,6.592593,0,3,1.051330,7.000000,0.941799,316.227766,0.322552,NaN,NaN
repeat_medium_n100_extra300_rep1_seed900,100,399,99,5,9.000000,75.187970,20117.000000,1617.000000,1617.000000,8.406250,0,3,1.000000,9.000000,0.934028,251.188643,0.394126,NaN,NaN
repeat_medium_n100_extra300_rep2_seed901,100,399,251,1,1.000000,37.092732,21477.000000,9848.000000,1536.000000,1.000000,0,3,6.411458,1.000000,1.000000,10000.000000,0.025100,NaN,NaN
repeat_medium_n100_extra300_rep2_seed901,100,399,117,2,3.000000,70.676692,21477.000000,2115.000000,1536.000000,2.846154,0,2,1.376953,3.000000,0.948718,1000.000000,0.117000,NaN,NaN
repeat_medium_n100_extra300_rep2_seed901,100,399,104,3,5.000000,73.934837,21477.000000,1680.000000,1536.000000,4.941176,0,2,1.093750,5.000000,0.988235,464.158883,0.224061,NaN,NaN
repeat_medium_n100_extra300_rep2_seed901,100,399,101,4,7.000000,74.686717,21477.000000,1588.000000,1536.000000,5.268293,0,2,1.033854,7.000000,0.752613,316.227766,0.319390,NaN,NaN
repeat_medium_n100_extra300_rep2_seed901,100,399,100,5,9.000000,74.937343,21477.000000,1563.000000,1536.000000,7.400000,0,2,1.017578,9.000000,0.822222,251.188643,0.398107,NaN,NaN
repeat_medium_n100_extra300_rep3_seed902,100,399,235,1,1.000000,41.102757,18609.000000,6806.000000,1267.000000,1.000000,0,4,5.371744,1.000000,1.000000,10000.000000,0.023500,NaN,NaN
repeat_medium_n100_extra300_rep3_seed902,100,399,118,2,3.000000,70.426065,18609.000000,1700.000000,1267.000000,3.000000,0,3,1.341752,3.000000,1.000000,1000.000000,0.118000,NaN,NaN
repeat_medium_n100_extra300_rep3_seed902,100,399,101,3,5.000000,74.686717,18609.000000,1295.000000,1267.000000,5.000000,0,2,1.022099,5.000000,1.000000,464.158883,0.217598,NaN,NaN
repeat_medium_n100_extra300_rep3_seed902,100,399,99,4,7.000000,75.187970,18609.000000,1267.000000,1267.000000,6.500000,0,2,1.000000,7.000000,0.928571,316.227766,0.313065,NaN,NaN
repeat_medium_n100_extra300_rep3_seed902,100,399,99,5,9.000000,75.187970,18609.000000,1267.000000,1267.000000,6.500000,0,2,1.000000,9.000000,0.722222,251.188643,0.394126,NaN,NaN
